"Journal Data Filtered By:  Selected JCR Year: 2016 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,
Rank,Full Journal Title,JCR Abbreviated Title,Journal Impact Factor,Average Journal Impact Factor Percentile
9405,Holistic Nursing Practice,HOLIST NURS PRACT,0.726,18.159
9405,Inzinerine Ekonomika-Engineering Economics,INZ EKON,0.726,38.473
9405,Journal of Neurological Surgery Part A-Central European Neurosurgery,J NEUROL SURG PART A,0.726,10.717
9410,ACCREDITATION AND QUALITY ASSURANCE,ACCREDIT QUAL ASSUR,0.725,15.960
9410,ANIMAL SCIENCE PAPERS AND REPORTS,ANIM SCI PAP REP,0.725,37.069
9410,Acta Dermatovenerologica Croatica,ACTA DERMATOVENER CR,0.725,8.730
9410,BULLETIN OF INDONESIAN ECONOMIC STUDIES,B INDONES ECON STUD,0.725,52.063
9410,CRITICAL REVIEW,CRIT REV,0.725,36.061
9410,ETR&D-EDUCATIONAL TECHNOLOGY RESEARCH AND DEVELOPMENT,ETR&D-EDUC TECH RES,0.725,28.298
9410,IZVESTIYA MATHEMATICS,IZV MATH+,0.725,59.325
9410,Journal of the Indian Society of Remote Sensing,J INDIAN SOC REMOTE,0.725,6.211
9410,Polish Journal of Chemical Technology,POL J CHEM TECHNOL,0.725,22.060
9419,DISCRETE & COMPUTATIONAL GEOMETRY,DISCRETE COMPUT GEOM,0.724,39.838
9419,International Arab Journal of Information Technology,INT ARAB J INF TECHN,0.724,14.166
9419,TECHNOLOGY AND HEALTH CARE,TECHNOL HEALTH CARE,0.724,8.481
9422,DISCRETE MATHEMATICS AND THEORETICAL COMPUTER SCIENCE,DISCRETE MATH THEOR,0.723,36.216
9422,HNO,HNO,0.723,8.333
9422,JOURNAL OF ANALYTICAL CHEMISTRY,J ANAL CHEM+,0.723,12.500
9422,Micro & Nano Letters,MICRO NANO LETT,0.723,11.645
9422,Quality Management in Health Care,QUAL MANAG HEALTH CA,0.723,7.276
9422,Quality Management in Health Care,QUAL MANAG HEALTH CA,0.723,7.276
9422,STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE,STUD HIST PHILOS SCI,0.723,63.561
9422,STUDIES IN HISTORY AND PHILOSOPHY OF SCIENCE,STUD HIST PHILOS SCI,0.723,63.561
9422,Tehnicki Vjesnik-Technical Gazette,TEH VJESN,0.723,28.824
9431,Eastern European Countryside,EAST EUR COUNTRYSIDE,0.722,35.315
9431,JOURNAL INTERNATIONAL DES SCIENCES DE LA VIGNE ET DU VIN,J INT SCI VIGNE VIN,0.722,40.203
9431,JOURNAL OF APICULTURAL SCIENCE,J APIC SCI,0.722,36.022
9431,ZEITSCHRIFT FUR PADAGOGISCHE PSYCHOLOGIE,Z PADAGOG PSYCHOL,0.722,11.207
9435,HIGH ENERGY CHEMISTRY,HIGH ENERG CHEM+,0.721,9.932
9435,JOURNAL OF SHELLFISH RESEARCH,J SHELLFISH RES,0.721,24.262
9435,Journal of the Korean Astronomical Society,J KOREAN ASTRON SOC,0.721,19.841
9435,Mycosphere,MYCOSPHERE,0.721,5.000
9435,POST-COMMUNIST ECONOMIES,POST-COMMUNIST ECON,0.721,37.896
9435,SBORNIK MATHEMATICS,SB MATH+,0.721,58.360
9441,Bulletin of the Malaysian Mathematical Sciences Society,B MALAYS MATH SCI SO,0.720,58.039
9441,EKONOMICKY CASOPIS,EKON CAS,0.720,37.608
9441,German Economic Review,GER ECON REV,0.720,37.608
9441,JOURNAL OF EAST ASIAN LINGUISTICS,J EAST ASIAN LINGUIS,0.720,54.121
9441,SIMULATION-TRANSACTIONS OF THE SOCIETY FOR MODELING AND SIMULATION INTERNATIONAL,SIMUL-T SOC MOD SIM,0.720,12.774
9446,Chilean Journal of Agricultural Research,CHIL J AGR RES,0.719,43.239
9446,European Journal of Inflammation,EUR J INFLAMM,0.719,0.993
9446,TROPICAL BIOMEDICINE,TROP BIOMED,0.719,11.440
9449,European Journal of Hospital Pharmacy-Science and Practice,EUR J HOSP PHARM-S P,0.718,7.198
9449,MACROECONOMIC DYNAMICS,MACROECON DYN,0.718,37.032
9449,ODONATOLOGICA,ODONATOLOGICA,0.718,34.946
9452,Ecological Chemistry and Engineering S-Chemia I Inzynieria Ekologiczna S,ECOL CHEM ENG S,0.717,10.262
9452,REVISTA LATINOAMERICANA DE PSICOLOGIA,REV LAT AM PSICOL,0.717,29.070
9452,Research in Gerontological Nursing,RES GERONTOL NURS,0.717,23.484
9452,Research in Gerontological Nursing,RES GERONTOL NURS,0.717,23.484
9452,Studies in Educational Evaluation,STUD EDUC EVAL,0.717,18.678
9457,Autex Research Journal,AUTEX RES J,0.716,60.417
9457,MATHEMATICAL RESEARCH LETTERS,MATH RES LETT,0.716,57.717
9457,MONATSHEFTE FUR MATHEMATIK,MONATSH MATH,0.716,57.717
9457,OPTICS AND SPECTROSCOPY,OPT SPECTROSC+,0.716,17.456
9457,ZEITSCHRIFT FUR RHEUMATOLOGIE,Z RHEUMATOL,0.716,11.667
9462,NORTH AMERICAN JOURNAL OF AQUACULTURE,N AM J AQUACULT,0.715,27.000
9462,SOCIAL SCIENCE JOURNAL,SOC SCI J,0.715,38.021
9464,COLUMBIA JOURNAL OF TRANSNATIONAL LAW,COLUMBIA J TRANS LAW,0.714,37.207
9464,FORTSCHRITTE DER NEUROLOGIE PSYCHIATRIE,FORTSCHR NEUROL PSYC,0.714,7.881
9464,JOURNAL OF ASIAN STUDIES,J ASIAN STUD,0.714,64.493
9464,Lex Localis-Journal of Local Self-Government,LEX LOCALIS,0.714,28.897
9464,MODERN CHINA,MOD CHINA,0.714,64.493
9469,ANNALS OF GLOBAL ANALYSIS AND GEOMETRY,ANN GLOB ANAL GEOM,0.713,57.074
9469,INTERNATIONAL JOURNAL OF GAME THEORY,INT J GAME THEORY,0.713,30.624
9469,INTERNATIONAL JOURNAL OF GAME THEORY,INT J GAME THEORY,0.713,30.624
9469,INTERNATIONAL JOURNAL OF VEHICLE DESIGN,INT J VEHICLE DES,0.713,19.683
9469,Journal of Magnetics,J MAGN,0.713,12.871
9469,MATERIALS TRANSACTIONS,MATER TRANS,0.713,25.633
9475,Drvna Industrija,DRVNA IND,0.712,45.238
9475,ECONOMIC RECORD,ECON REC,0.712,36.455
9475,REVISTA MEXICANA DE ASTRONOMIA Y ASTROFISICA,REV MEX ASTRON ASTR,0.712,18.254
9475,Veterinaria Italiana,VET ITAL,0.712,38.603
9479,COMPUTER JOURNAL,COMPUT J,0.711,15.486
9479,DISCRETE DYNAMICS IN NATURE AND SOCIETY,DISCRETE DYN NAT SOC,0.711,27.266
9479,JOURNAL OF PSYCHOSOCIAL NURSING AND MENTAL HEALTH SERVICES,J PSYCHOSOC NURS MEN,0.711,22.614
9479,JOURNAL OF PSYCHOSOCIAL NURSING AND MENTAL HEALTH SERVICES,J PSYCHOSOC NURS MEN,0.711,22.614
9479,REVISTA BRASILEIRA DE ENTOMOLOGIA,REV BRAS ENTOMOL,0.711,33.871
9484,International Journal of Strategic Property Management,INT J STRATEG PROP M,0.710,13.144
9484,Journal of Public Transportation,J PUBLIC TRANSPORT,0.710,19.697
9484,Journal of the Mexican Chemical Society,J MEX CHEM SOC,0.710,19.578
9484,Prague Economic Papers,PRAGUE ECON PAP,0.710,36.167
9484,Turkish Journal Of Medical Sciences,TURK J MED SCI,0.710,27.419
9489,BRAGANTIA,BRAGANTIA,0.709,45.536
9489,SAUDI MEDICAL JOURNAL,SAUDI MED J,0.709,26.774
9491,Archives of Environmental Protection,ARCH ENVIRON PROT,0.708,9.825
9491,JOURNAL OF DYNAMICAL AND CONTROL SYSTEMS,J DYN CONTROL SYST,0.708,24.338
9491,Journal of Korean Neurosurgical Society,J KOREAN NEUROSURG S,0.708,9.948
9491,Revista Latinoamericana de Investigacion en Matematica Educativa-RELIME,REV LAT AM INV MAT E,0.708,27.447
9495,AFFILIA-JOURNAL OF WOMEN AND SOCIAL WORK,AFFILIA J WOM SOC WO,0.707,35.003
9495,BULLETIN OF THE LONDON MATHEMATICAL SOCIETY,B LOND MATH SOC,0.707,56.752
9495,Iranian Journal of Pediatrics,IRAN J PEDIATR,0.707,8.678
9495,JOURNAL OF THE AUDIO ENGINEERING SOCIETY,J AUDIO ENG SOC,0.707,24.307
9495,Protection of Metals and Physical Chemistry of Surfaces,PROT MET PHYS CHEM+,0.707,34.459
9495,Young,YOUNG,0.707,35.797
9501,Earthquake Engineering and Engineering Vibration,EARTHQ ENG ENG VIB,0.706,23.486
9501,Educational Assessment Evaluation and Accountability,EDUC ASSESS EVAL ACC,0.706,27.021
9501,Journal of Modern Dynamics,J MOD DYNAM,0.706,43.608
9501,Transportation Letters-The International Journal of Transportation Research,TRANSP LETT,0.706,17.892
9501,Transportation Letters-The International Journal of Transportation Research,TRANSP LETT,0.706,17.892
9506,Archives of Control Sciences,ARCH CONTROL SCI,0.705,23.113
9506,International Journal of Ad Hoc and Ubiquitous Computing,INT J AD HOC UBIQ CO,0.705,9.522
9506,Rocznik Ochrona Srodowiska,ROCZ OCHR SR,0.705,9.389
9509,Annual Reports in Medicinal Chemistry,ANNU REP MED CHEM,0.704,5.488
9509,Human-Wildlife Interactions,HUM-WILDL INTERACT,0.704,23.938
9511,GENES & GENETIC SYSTEMS,GENES GENET SYST,0.703,6.887
9511,JAPANESE JOURNAL OF VETERINARY RESEARCH,JPN J VET RES,0.703,37.868
9511,Macroheterocycles,MACROHETEROCYCLES,0.703,18.976
9514,ACTA APPLICANDAE MATHEMATICAE,ACTA APPL MATH,0.702,30.000
9514,PSYCHOLOGICAL RECORD,PSYCHOL REC,0.702,28.295
9514,REVISTA CHILENA DE HISTORIA NATURAL,REV CHIL HIST NAT,0.702,22.685
9517,Crop Breeding and Applied Biotechnology,CROP BREED APPL BIOT,0.701,23.195
9517,Herpetological Conservation and Biology,HERPETOL CONSERV BIO,0.701,24.847
9517,JOURNAL OF COMBINATORIAL DESIGNS,J COMB DES,0.701,56.109
9520,AMERICAN SURGEON,AM SURGEON,0.700,12.944
9520,African Journal of Reproductive Health,AFR J REPROD HEALTH,0.700,11.783
9520,BIO-MEDICAL MATERIALS AND ENGINEERING,BIO-MED MATER ENG,0.700,6.494
9520,BULLETIN OF THE GEOLOGICAL SOCIETY OF DENMARK,B GEOL SOC DENMARK,0.700,8.777
9520,CIVIL ENGINEERING AND ENVIRONMENTAL SYSTEMS,CIV ENG ENVIRON SYST,0.700,27.600
9520,COMPOST SCIENCE & UTILIZATION,COMPOST SCI UTIL,0.700,16.095
9520,Development Policy Review,DEV POLICY REV,0.700,20.909
9520,Handchirurgie Mikrochirurgie Plastische Chirurgie,HANDCHIR MIKROCHIR P,0.700,12.944
9520,Law and History Review,LAW HIST REV,0.700,66.364
9529,ANNALES ZOOLOGICI,ANN ZOOL,0.699,32.796
9529,Acta Geodynamica et Geomaterialia,ACTA GEODYN GEOMATER,0.699,24.881
9529,FOOD SCIENCE AND BIOTECHNOLOGY,FOOD SCI BIOTECHNOL,0.699,22.692
9529,Journal of X-Ray Science and Technology,J X-RAY SCI TECHNOL,0.699,13.255
9529,SOCIOBIOLOGY,SOCIOBIOLOGY,0.699,32.796
9534,Asian Journal of Technology Innovation,ASIAN J TECHNOL INNO,0.698,23.518
9534,Baltic Journal of Road and Bridge Engineering,BALT J ROAD BRIDGE E,0.698,26.800
9534,EQUINE VETERINARY EDUCATION,EQUINE VET EDUC,0.698,37.132
9534,Journal of Ovonic Research,J OVONIC RES,0.698,11.924
9534,POLITICAL SCIENCE QUARTERLY,POLIT SCI QUART,0.698,34.848
9534,THEORETICAL COMPUTER SCIENCE,THEOR COMPUT SCI,0.698,18.750
9540,Crime Media Culture,CRIME MEDIA CULT,0.697,27.734
9540,DEUTSCHE ENTOMOLOGISCHE ZEITSCHRIFT,DEUT ENTOMOL Z,0.697,30.645
9540,JOURNAL OF ENVIRONMENTAL BIOLOGY,J ENVIRON BIOL,0.697,8.952
9540,JOURNAL OF LIQUID CHROMATOGRAPHY & RELATED TECHNOLOGIES,J LIQ CHROMATOGR R T,0.697,7.195
9540,POLISH JOURNAL OF VETERINARY SCIENCES,POL J VET SCI,0.697,36.397
9540,TRAVAIL HUMAIN,TRAV HUMAIN,0.697,13.596
9540,TRAVAIL HUMAIN,TRAV HUMAIN,0.697,13.596
9540,Workplace Health & Safety,WORKPLACE HEALTH SAF,0.697,21.745
9540,Workplace Health & Safety,WORKPLACE HEALTH SAF,0.697,21.745
9549,Israel Journal of Ecology & Evolution,ISR J ECOL EVOL,0.696,9.242
9549,JOURNAL OF ENVIRONMENTAL AND ENGINEERING GEOPHYSICS,J ENVIRON ENG GEOPH,0.696,15.893
9549,JOURNAL OF UNIVERSAL COMPUTER SCIENCE,J UNIVERS COMPUT SCI,0.696,16.677
9549,Journal of Cellular Automata,J CELL AUTOM,0.696,19.644
9549,Journal of Rational-Emotive and Cognitive-Behavior Therapy,J RATION-EMOT COGN-B,0.696,14.463
9549,Pakistan Journal of Medical Sciences,PAK J MED SCI,0.696,26.129
9549,THEORETICAL MEDICINE AND BIOETHICS,THEOR MED BIOETH,0.696,27.177
9556,Control Engineering and Applied Informatics,CONTROL ENG APPL INF,0.695,14.167
9556,European Journal of Teacher Education,EUR J TEACH EDUC,0.695,26.596
9556,Filomat,FILOMAT,0.695,42.698
9556,JOURNAL OF THE AMERICAN HELICOPTER SOCIETY,J AM HELICOPTER SOC,0.695,27.419
9556,MINERVA CARDIOANGIOLOGICA,MINERVA CARDIOANGIOL,0.695,5.159
9561,ANNALS OF REGIONAL SCIENCE,ANN REGIONAL SCI,0.694,22.054
9561,Bauingenieur,BAUINGENIEUR-GERMANY,0.694,27.344
9561,COMPUTER APPLICATIONS IN ENGINEERING EDUCATION,COMPUT APPL ENG EDUC,0.694,19.741
9561,ULTRASTRUCTURAL PATHOLOGY,ULTRASTRUCT PATHOL,0.694,13.513
9561,WILDERNESS & ENVIRONMENTAL MEDICINE,WILD ENVIRON MED,0.694,13.638
9566,RENDICONTI LINCEI-SCIENZE FISICHE E NATURALI,REND LINCEI-SCI FIS,0.693,30.469
9566,Results in Mathematics,RESULTS MATH,0.693,42.341
9568,Asian Studies Review,ASIAN STUD REV,0.692,55.797
9568,EUROPEAN JOURNAL OF GYNAECOLOGICAL ONCOLOGY,EUR J GYNAECOL ONCOL,0.692,4.705
9568,JOURNAL OF DEVELOPMENTAL AND PHYSICAL DISABILITIES,J DEV PHYS DISABIL,0.692,17.857
9568,Journal of Earthquake and Tsunami,J EARTHQ TSUNAMI,0.692,14.881
9568,Journal of Logical and Algebraic Methods in Programming,J LOG ALGEBR METHODS,0.692,40.076
9568,Landscape and Ecological Engineering,LANDSC ECOL ENG,0.692,20.779
9568,MINERALS & METALLURGICAL PROCESSING,MINER METALL PROC,0.692,30.304
9575,Beton- und Stahlbetonbau,BETON- STAHLBETONBAU,0.691,27.517
9576,AFRICAN JOURNAL OF ECOLOGY,AFR J ECOL,0.690,14.052
9576,Interpretation-A Journal of Subsurface Characterization,INTERPRETATION-J SUB,0.690,13.690
9576,Journal of Family Studies,J FAM STUD,0.690,31.395
9576,PAKISTAN JOURNAL OF BOTANY,PAK J BOT,0.690,22.406
9576,Postepy Higieny I Medycyny Doswiadczalnej,POSTEP HIG MED DOSW,0.690,8.984
9576,READING TEACHER,READ TEACH,0.690,26.170
9576,RUSSIAN JOURNAL OF BIOORGANIC CHEMISTRY,RUSS J BIOORG CHEM+,0.690,11.571
9576,Revista Espanola de Salud Publica,REV ESP SALUD PUBLIC,0.690,11.146
9576,Revista de la Real Academia de Ciencias Exactas Fisicas y Naturales Serie A-Matematicas,RACSAM REV R ACAD A,0.690,55.145
9576,Social Theory & Health,SOC THEOR HEALTH,0.690,13.750
9586,Argumentation,ARGUMENTATION,0.689,39.760
9586,CIENCIAS MARINAS,CIENC MAR,0.689,18.571
9586,DIPLOMATIC HISTORY,DIPLOMATIC HIST,0.689,84.483
9586,JOURNAL OF HUMANISTIC PSYCHOLOGY,J HUMANIST PSYCHOL,0.689,27.519
9586,Journal of Superhard Materials,J SUPERHARD MATER+,0.689,14.364
9586,MEDICINE SCIENCE AND THE LAW,MED SCI LAW,0.689,31.633
9586,MEDICINE SCIENCE AND THE LAW,MED SCI LAW,0.689,31.633
9586,Melbourne University Law Review,MELB UNIV LAW REV,0.689,39.933
9586,Visual Communication,VISUAL COMMUN-US,0.689,25.949
9595,AUSTRALIAN JOURNAL OF POLITICAL SCIENCE,AUST J POLIT SCI,0.688,34.242
9595,CHINESE JOURNAL OF OCEANOLOGY AND LIMNOLOGY,CHIN J OCEANOL LIMN,0.688,10.377
9595,Contemporary Southeast Asia,CONTEMP SE ASIA,0.688,42.121
9595,ECOSCIENCE,ECOSCIENCE,0.688,13.399
9595,ENVIRONMENTAL AND ECOLOGICAL STATISTICS,ENVIRON ECOL STAT,0.688,20.290
9595,JOURNAL OF ENGINEERING TECHNOLOGY,J ENG TECHNOL,0.688,25.294
9595,Journal of Water Sanitation and Hygiene for Development,J WATER SANIT HYG DE,0.688,18.750
9595,Journal of the Society for Social Work and Research,J SOC SOC WORK RES,0.688,27.381
9595,Problemy Ekorozwoju,PROBL EKOROZW,0.688,10.000
9604,FUNDAMENTA INFORMATICAE,FUND INFORM,0.687,21.723
9604,Italian Journal of Agronomy,ITAL J AGRON,0.687,36.747
9604,JOURNAL AMERICAN WATER WORKS ASSOCIATION,J AM WATER WORKS ASS,0.687,21.007
9604,SPANISH JOURNAL OF AGRICULTURAL RESEARCH,SPAN J AGRIC RES,0.687,43.750
9608,Dynamics of Partial Differential Equations,DYNAM PART DIFFER EQ,0.686,28.431
9608,Filosofija-Sociologija,FILOS-SOCIOL,0.686,33.217
9608,Journal of Water Reuse and Desalination,J WATER REUSE DESAL,0.686,14.871
9608,Translator,TRANSLATOR,0.686,38.220
9608,Turkish Journal of Hematology,TURK J HEMATOL,0.686,5.000
9608,WOMENS STUDIES INTERNATIONAL FORUM,WOMEN STUD INT FORUM,0.686,37.805
9614,COMMUNITY DEVELOPMENT JOURNAL,COMMUNITY DEV J,0.685,19.091
9614,HASTINGS LAW JOURNAL,HASTINGS LAW J,0.685,38.591
9614,International Journal of Food Engineering,INT J FOOD ENG,0.685,21.923
9614,Multilingua-Journal of Cross-Cultural and Interlanguage Communication,MULTILINGUA,0.685,52.473
9614,SOUTH AFRICAN JOURNAL OF ECONOMICS,S AFR J ECON,0.685,35.303
9619,EUROPEAN PHYSICAL JOURNAL-APPLIED PHYSICS,EUR PHYS J-APPL PHYS,0.684,8.446
9619,Journal of Industrial Relations,J IND RELAT,0.684,38.889
9621,ADVANCES IN NURSING SCIENCE,ADV NURS SCI,0.683,20.875
9621,ADVANCES IN NURSING SCIENCE,ADV NURS SCI,0.683,20.875
9621,ANATOMIA HISTOLOGIA EMBRYOLOGIA,ANAT HISTOL EMBRYOL,0.683,26.164
9621,European Journal of Paediatric Dentistry,EUR J PAEDIATR DENT,0.683,9.203
9621,Horticulture Journal,HORTICULT J,0.683,54.167
9621,JOURNAL OF PSYCHOPHYSIOLOGY,J PSYCHOPHYSIOL,0.683,8.156
9621,JOURNAL OF PSYCHOPHYSIOLOGY,J PSYCHOPHYSIOL,0.683,8.156
9621,Journal of Theoretical and Applied Mechanics,J THEOR APP MECH-POL,0.683,11.654
9629,Central European Journal of Public Health,CENT EUR J PUBL HEAL,0.682,9.658
9629,Central European Journal of Public Health,CENT EUR J PUBL HEAL,0.682,9.658
9629,Open Mathematics,OPEN MATH,0.682,54.823
9629,PROGRESS IN REACTION KINETICS AND MECHANISM,PROG REACT KINET MEC,0.682,9.247
9633,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,APPL ECOL ENV RES,0.681,10.412
9633,International Journal of Materials Research,INT J MATER RES,0.681,31.757
9633,JOURNAL OF CONSCIOUSNESS STUDIES,J CONSCIOUSNESS STUD,0.681,35.938
9633,Journal of Fixed Point Theory and Applications,J FIX POINT THEORY A,0.681,41.270
9633,PHYSICS OF PARTICLES AND NUCLEI,PHYS PART NUCLEI+,0.681,8.621
9633,WEED BIOLOGY AND MANAGEMENT,WEED BIOL MANAG,0.681,28.738
9639,PALEONTOLOGICAL RESEARCH,PALEONTOL RES,0.680,12.037
9639,SOCIOLOGICAL INQUIRY,SOCIOL INQ,0.680,32.517
9639,WOOD AND FIBER SCIENCE,WOOD FIBER SCI,0.680,42.919
9639,Willdenowia,WILLDENOWIA,0.680,21.462
9643,AUSTRALIAN & NEW ZEALAND JOURNAL OF STATISTICS,AUST NZ J STAT,0.679,31.048
9643,CANADIAN PUBLIC POLICY-ANALYSE DE POLITIQUES,CAN PUBLIC POL,0.679,20.213
9643,Ethnicities,ETHNICITIES,0.679,36.667
9643,JOURNAL OF VETERINARY MEDICAL EDUCATION,J VET MED EDUC,0.679,29.049
9643,Membrane Water Treatment,MEMBR WATER TREAT,0.679,18.596
9643,PROCEEDINGS OF THE AMERICAN MATHEMATICAL SOCIETY,P AM MATH SOC,0.679,40.914
9649,JOURNAL OF EDUCATIONAL COMPUTING RESEARCH,J EDUC COMPUT RES,0.678,25.745
9649,Journal of Thermal Science,J THERM SCI,0.678,13.011
9649,NEUROLOGIST,NEUROLOGIST,0.678,5.928
9649,SOUTH AFRICAN JOURNAL OF ANIMAL SCIENCE,S AFR J ANIM SCI,0.678,35.345
9649,WATERBIRDS,WATERBIRDS,0.678,22.917
9654,CHEMICAL JOURNAL OF CHINESE UNIVERSITIES-CHINESE,CHEM J CHINESE U,0.677,18.373
9654,FLUID DYNAMICS RESEARCH,FLUID DYN RES,0.677,11.096
9654,JOURNAL OF FUNCTIONAL PROGRAMMING,J FUNCT PROGRAM,0.677,13.679
9654,Journal of Operational Risk,J OPER RISK,0.677,29.688
9654,SYSTEMIC PRACTICE AND ACTION RESEARCH,SYST PRACT ACT RES,0.677,12.629
9659,EUROPEAN SOCIETIES,EUR SOC,0.676,31.818
9659,International Relations of the Asia-Pacific,INT RELAT ASIA-PAC,0.676,30.814
9659,JOURNAL OF GENDER STUDIES,J GENDER STUD,0.676,33.583
9659,JOURNAL OF TEACHING IN PHYSICAL EDUCATION,J TEACH PHYS EDUC,0.676,20.993
9659,JOURNAL OF TEACHING IN PHYSICAL EDUCATION,J TEACH PHYS EDUC,0.676,20.993
9659,LINGUISTIC REVIEW,LINGUIST REV,0.676,51.923
9659,OMEGA-JOURNAL OF DEATH AND DYING,OMEGA-J DEATH DYING,0.676,18.997
9659,Research in Science & Technological Education,RES SCI TECHNOL EDUC,0.676,25.319
9659,SOCIAL HISTORY OF MEDICINE,SOC HIST MED,0.676,68.838
9659,SOCIAL HISTORY OF MEDICINE,SOC HIST MED,0.676,68.838
9669,AT-Automatisierungstechnik,AT-AUTOM,0.675,12.500
9669,ERDE,ERDE,0.675,11.247
9669,ERDE,ERDE,0.675,11.247
9669,International Journal of Mental Health Promotion,INT J MENT HEALTH PR,0.675,12.310
9669,JOURNAL OF COMPUTER INFORMATION SYSTEMS,J COMPUT INFORM SYST,0.675,9.932
9674,Annals of Thoracic and Cardiovascular Surgery,ANN THORAC CARDIOVAS,0.674,8.147
9674,EDUCATIONAL GERONTOLOGY,EDUC GERONTOL,0.674,22.390
9674,INTERNATIONAL JOURNAL OF ROBOTICS & AUTOMATION,INT J ROBOT AUTOM,0.674,10.224
9674,JOURNAL OF NUTRITIONAL SCIENCE AND VITAMINOLOGY,J NUTR SCI VITAMINOL,0.674,15.432
9674,Mobilization,MOBILIZATION,0.674,31.119
9674,POWDER DIFFRACTION,POWDER DIFFR,0.674,28.788
9680,ACTA VIROLOGICA,ACTA VIROL,0.673,7.353
9680,ANTHROPOLOGY & EDUCATION QUARTERLY,ANTHROPOL EDUC QUART,0.673,31.229
9680,ATMOSFERA,ATMOSFERA,0.673,8.824
9680,Collectanea Mathematica,COLLECT MATH,0.673,40.557
9680,ECONOMIC DEVELOPMENT QUARTERLY,ECON DEV Q,0.673,24.008
9680,European Constitutional Law Review,EUR CONST LAW REV,0.673,37.919
9680,FISH PATHOLOGY,FISH PATHOL,0.673,29.596
9680,International Journal of Coal Preparation and Utilization,INT J COAL PREP UTIL,0.673,20.761
9680,LEARNING AND MOTIVATION,LEARN MOTIV,0.673,3.869
9680,Stochastics-An International Journal of Probability and Stochastic Reports,STOCHASTICS,0.673,28.748
9690,Arab Journal of Gastroenterology,ARAB J GASTROENTEROL,0.672,4.430
9690,Ethics & International Affairs,ETHICS INT AFF,0.672,31.025
9690,INTERNATIONAL JOURNAL OF MIDDLE EAST STUDIES,INT J MIDDLE E STUD,0.672,58.696
9690,Journal of Hospice & Palliative Nursing,J HOSP PALLIAT NURS,0.672,20.005
9690,Journal of Hospice & Palliative Nursing,J HOSP PALLIAT NURS,0.672,20.005
9695,Gastroenterology Nursing,GASTROENTEROL NURS,0.671,13.812
9695,Gastroenterology Nursing,GASTROENTEROL NURS,0.671,13.812
9695,JOURNAL OF CARBOHYDRATE CHEMISTRY,J CARBOHYD CHEM,0.671,10.551
9698,ACTA ICHTHYOLOGICA ET PISCATORIA,ACTA ICHTHYOL PISCAT,0.670,23.617
9698,AFRICAN JOURNAL OF AQUATIC SCIENCE,AFR J AQUAT SCI,0.670,17.619
9698,Building Services Engineering Research & Technology,BUILD SERV ENG RES T,0.670,25.410
9698,CMES-COMPUTER MODELING IN ENGINEERING & SCIENCES,CMES-COMP MODEL ENG,0.670,21.809
9698,JOURNAL OF THE AMERICAN PODIATRIC MEDICAL ASSOCIATION,J AM PODIAT MED ASSN,0.670,17.763
9698,Pigment & Resin Technology,PIGM RESIN TECHNOL,0.670,19.890
9698,Romanian Journal of Morphology and Embryology,ROM J MORPHOL EMBRYO,0.670,3.659
9698,Statistical Methodology,STAT METHODOL,0.670,29.435
9706,LANGUAGE SCIENCES,LANG SCI,0.669,51.374
9707,ACAROLOGIA,ACAROLOGIA,0.667,29.570
9707,APPLICABLE ALGEBRA IN ENGINEERING COMMUNICATION AND COMPUTING,APPL ALGEBR ENG COMM,0.667,15.855
9707,AUSTRALIAN JOURNAL OF EDUCATION,AUST J EDUC,0.667,23.617
9707,Action Research,ACTION RES-LONDON,0.667,22.984
9707,BULLETIN OF THE HISTORY OF MEDICINE,B HIST MED,0.667,41.414
9707,BULLETIN OF THE HISTORY OF MEDICINE,B HIST MED,0.667,41.414
9707,Bratislava Medical Journal-Bratislavske Lekarske Listy,BRATISL MED J,0.667,25.484
9707,COMMUNICATIONS IN ANALYSIS AND GEOMETRY,COMMUN ANAL GEOM,0.667,53.537
9707,CRIME LAW AND SOCIAL CHANGE,CRIME LAW SOCIAL CH,0.667,26.841
9707,EUROPEAN REVIEW OF APPLIED PSYCHOLOGY-REVUE EUROPEENNE DE PSYCHOLOGIE APPLIQUEE,EUR REV APPL PSYCHOL,0.667,14.375
9707,EXPOSITIONES MATHEMATICAE,EXPO MATH,0.667,53.537
9707,INNOVATIONS IN EDUCATION AND TEACHING INTERNATIONAL,INNOV EDUC TEACH INT,0.667,23.617
9707,International Journal of Web Services Research,INT J WEB SERV RES,0.667,10.991
9707,JOURNAL OF THE HISTORY OF THE BEHAVIORAL SCIENCES,J HIST BEHAV SCI,0.667,70.000
9707,Journal of Forest Research,J FOREST RES-JPN,0.667,30.469
9707,Laboratory Phonology,LAB PHONOL,0.667,50.824
9707,MATHEMATIKA,MATHEMATIKA,0.667,40.004
9707,OCEAN DEVELOPMENT AND INTERNATIONAL LAW,OCEAN DEV INT LAW,0.667,32.868
9707,PACIFIC AFFAIRS,PAC AFF,0.667,57.246
9707,PROCEEDINGS OF THE BIOLOGICAL SOCIETY OF WASHINGTON,P BIOL SOC WASH,0.667,20.588
9707,Planning Perspectives,PLAN PERSPECT,0.667,70.000
9707,Review of Central and East European Law,REV CENT E EUR LAW,0.667,37.248
